,lost_production,actual_production,availability
2016-04-18 00:00:00+00:00,0.0,225668.50833806768,1.0
2016-04-19 00:00:00+00:00,0.0,206737.43145307899,1.0
2016-04-20 00:00:00+00:00,0.0,198702.29562657885,1.0
2016-04-21 00:00:00+00:00,0.0,141399.0870351959,1.0
2016-04-22 00:00:00+00:00,0.0,166232.66874894686,1.0
2016-04-23 00:00:00+00:00,0.0,235061.3118730262,1.0
2016-04-24 00:00:00+00:00,0.0,224073.07372514158,1.0
2016-04-25 00:00:00+00:00,0.0,205964.56588225998,1.0
2016-04-26 00:00:00+00:00,0.0,205219.51227009855,1.0
2016-04-27 00:00:00+00:00,0.0,193753.5400431864,1.0
2016-04-28 00:00:00+00:00,0.0,207831.7478073258,1.0
2016-04-29 00:00:00+00:00,0.0,190406.95528702997,1.0
2016-04-30 00:00:00+00:00,0.0,155518.47700713575,1.0
2016-05-01 00:00:00+00:00,0.0,166093.43930529244,1.0
2016-05-02 00:00:00+00:00,0.0,170069.98602036014,1.0
2016-05-03 00:00:00+00:00,0.0,195338.07915903814,1.0
2016-05-04 00:00:00+00:00,0.0,188073.52700521238,1.0
2016-05-05 00:00:00+00:00,0.0,181924.7174396962,1.0
2016-05-06 00:00:00+00:00,2.704392314965534,223814.78384662047,0.9999879169749591
2016-05-07 00:00:00+00:00,0.0,242472.90257733501,1.0
2016-05-08 00:00:00+00:00,0.0,218786.86403062008,1.0
2016-05-09 00:00:00+00:00,0.0,201245.48076122813,1.0
2016-05-10 00:00:00+00:00,0.0,200889.59728878923,1.0
2016-05-11 00:00:00+00:00,0.0,189553.87943037413,1.0
2016-05-12 00:00:00+00:00,0.0,213408.68148516119,1.0
2016-05-13 00:00:00+00:00,0.0,242480.84930845164,1.0
2016-05-14 00:00:00+00:00,0.0,235882.45488005318,1.0
2016-05-15 00:00:00+00:00,0.0,228553.7471496202,1.0
2016-05-16 00:00:00+00:00,0.0,139716.21659087017,1.0
2016-05-17 00:00:00+00:00,0.0,99192.4946662616,1.0
2016-05-18 00:00:00+00:00,0.0,128594.50014029443,1.0
2016-05-19 00:00:00+00:00,0.0,77527.24765794352,1.0
2016-05-20 00:00:00+00:00,0.0,89569.37536116317,1.0
2016-05-21 00:00:00+00:00,0.0,186230.64692985266,1.0
2016-05-22 00:00:00+00:00,0.0,221036.7721408829,1.0
2016-05-23 00:00:00+00:00,0.0,217136.81182265282,1.0
2016-05-24 00:00:00+00:00,0.0,217290.0765419826,1.0
2016-05-25 00:00:00+00:00,0.0,188776.44616135582,1.0
2016-05-26 00:00:00+00:00,0.0,171841.90953697264,1.0
2016-05-27 00:00:00+00:00,0.0,198512.07971411198,1.0
2016-05-28 00:00:00+00:00,0.0,203555.59974548966,1.0
2016-05-29 00:00:00+00:00,0.0,200681.4238429144,1.0
2016-05-30 00:00:00+00:00,0.0,193016.154107742,1.0
2016-05-31 00:00:00+00:00,0.0,170482.79185103998,1.0
2016-06-01 00:00:00+00:00,0.0,167554.05808402225,1.0
2016-06-02 00:00:00+00:00,0.0,113902.8401077725,1.0
2016-06-03 00:00:00+00:00,0.0,199357.01104734093,1.0
2016-06-04 00:00:00+00:00,0.0,157701.13578546047,1.0
2016-06-05 00:00:00+00:00,0.0,94180.54135416076,1.0
2016-06-06 00:00:00+00:00,0.0,156993.0106165819,1.0
2016-06-07 00:00:00+00:00,3638.1948392802133,240231.391981259,0.9850813917113924
2016-06-08 00:00:00+00:00,0.0,240493.08045192435,1.0
2016-06-09 00:00:00+00:00,0.0,232094.87887093052,1.0
2016-06-10 00:00:00+00:00,0.0,222626.53438296914,1.0
2016-06-11 00:00:00+00:00,0.0,204792.27865102887,1.0
2016-06-12 00:00:00+00:00,0.0,189302.8344133757,1.0
2016-06-13 00:00:00+00:00,2.4273264199782476,157283.62260492146,0.9999845674398903
2016-06-14 00:00:00+00:00,0.0,156025.32902996987,1.0
2016-06-15 00:00:00+00:00,0.0,202266.9954092987,1.0
2016-06-16 00:00:00+00:00,0.0,189074.32247316837,1.0
2016-06-17 00:00:00+00:00,0.0,132609.37157565355,1.0
2016-06-18 00:00:00+00:00,0.0,178205.2095449306,1.0
2016-06-19 00:00:00+00:00,0.0,231680.2834285535,1.0
2016-06-20 00:00:00+00:00,0.0,230277.77962016687,1.0
2016-06-21 00:00:00+00:00,0.0,223892.19454913586,1.0
2016-06-22 00:00:00+00:00,0.0,218798.75553683937,1.0
2016-06-23 00:00:00+00:00,0.0,206191.67839056253,1.0
2016-06-24 00:00:00+00:00,0.0,196457.89447232708,1.0
2016-06-25 00:00:00+00:00,0.0,195251.2426759675,1.0
2016-06-26 00:00:00+00:00,0.0,196339.97652277723,1.0
2016-06-27 00:00:00+00:00,0.0,156875.79207186028,1.0
2016-06-28 00:00:00+00:00,1264.9186452750155,170637.01254399866,0.9926416263242426
2016-06-29 00:00:00+00:00,15034.82702042529,189605.94081001356,0.9265306361981458
2016-06-30 00:00:00+00:00,3247.9567440581936,182123.73734512553,0.9824786801457639
2016-07-01 00:00:00+00:00,2378.811961600263,208435.6023008786,0.9887160848563302
2016-07-02 00:00:00+00:00,4924.0256486317985,207591.23126772046,0.9768297781529637
2016-07-03 00:00:00+00:00,4697.462005436895,195484.13927127793,0.9765339972531066
2016-07-04 00:00:00+00:00,2761.798728831199,148619.42284522206,0.9817560018335553
2016-07-05 00:00:00+00:00,3468.4602737161813,121609.85664020479,0.9722696918275358
2016-07-06 00:00:00+00:00,2946.774104261123,168022.01385779306,0.9827642569185485
2016-07-07 00:00:00+00:00,826.9872120325231,200176.57259104028,0.9958857086270375
2016-07-08 00:00:00+00:00,4687.750667351901,197933.726462543,0.9768644926798815
2016-07-09 00:00:00+00:00,6047.938144182192,193180.1535671018,0.9696431457419835
2016-07-10 00:00:00+00:00,2514.7050800419274,185252.5258579105,0.9866073272344688
2016-07-11 00:00:00+00:00,2833.1205570281613,200347.72404001653,0.9860561631060896
2016-07-12 00:00:00+00:00,2178.1187491027304,117160.580016464,0.9817484288698212
2016-07-13 00:00:00+00:00,4126.010894956983,222020.41545699537,0.9817551355486128
2016-07-14 00:00:00+00:00,0.0,203865.78906829655,1.0
2016-07-15 00:00:00+00:00,0.0,150729.11898963898,1.0
2016-07-16 00:00:00+00:00,0.0,160149.68934659287,1.0
2016-07-17 00:00:00+00:00,0.0,154241.32254828885,1.0
2016-07-18 00:00:00+00:00,0.0,90737.68160897866,1.0
2016-07-19 00:00:00+00:00,7.098013519040219,206472.3270734027,0.9999656236280392
2016-07-20 00:00:00+00:00,0.0,197887.6923884675,1.0
2016-07-21 00:00:00+00:00,0.0,190944.2298603207,1.0
2016-07-22 00:00:00+00:00,0.0,179741.98577546328,1.0
2016-07-23 00:00:00+00:00,0.0,191198.64564253762,1.0
2016-07-24 00:00:00+00:00,0.0,209676.3654856719,1.0
2016-07-25 00:00:00+00:00,0.0,214383.20376078412,1.0
2016-07-26 00:00:00+00:00,0.0,198964.6583072953,1.0
2016-07-27 00:00:00+00:00,1492.5466758633424,177611.62564178556,0.9916666001883181
2016-07-28 00:00:00+00:00,0.0,190824.5525886491,1.0
2016-07-29 00:00:00+00:00,0.0,184916.57107957825,1.0
2016-07-30 00:00:00+00:00,0.0,175439.94593540952,1.0
2016-07-31 00:00:00+00:00,8.734041062208934,171438.12146812677,0.9999490568605865
2016-08-01 00:00:00+00:00,0.0,73995.29303819686,1.0
2016-08-02 00:00:00+00:00,0.0,145910.66832203045,1.0
2016-08-03 00:00:00+00:00,0.0,171437.89151488617,1.0
2016-08-04 00:00:00+00:00,3166.5622351194634,159497.52020259574,0.9805331196188811
2016-08-05 00:00:00+00:00,829.8525074295444,160180.60274222493,0.9948459712995481
2016-08-06 00:00:00+00:00,2637.220396507546,148679.3134946674,0.9825714987735299
2016-08-07 00:00:00+00:00,1.151626759287085,117447.99823569134,0.9999901946777764
2016-08-08 00:00:00+00:00,0.0,117847.93382741883,1.0
2016-08-09 00:00:00+00:00,0.0,134636.06773925945,1.0
2016-08-10 00:00:00+00:00,0.0,160219.82934027538,1.0
2016-08-11 00:00:00+00:00,0.5579306230614337,161270.0533480607,0.99999654040734
2016-08-12 00:00:00+00:00,0.0,173073.50976138562,1.0
2016-08-13 00:00:00+00:00,0.0,194333.4943286106,1.0
2016-08-14 00:00:00+00:00,0.0,200244.46238557622,1.0
2016-08-15 00:00:00+00:00,0.0,177329.96880172938,1.0
2016-08-16 00:00:00+00:00,0.0,189828.0506234467,1.0
2016-08-17 00:00:00+00:00,0.0,186544.6452209577,1.0
2016-08-18 00:00:00+00:00,0.0,156725.2795254588,1.0
2016-08-19 00:00:00+00:00,0.0,85956.38990056515,1.0
2016-08-20 00:00:00+00:00,0.0,170504.0328714177,1.0
2016-08-21 00:00:00+00:00,0.0,185066.49064578116,1.0
2016-08-22 00:00:00+00:00,0.0,192646.34557422996,1.0
2016-08-23 00:00:00+00:00,0.0,146143.53937534243,1.0
2016-08-24 00:00:00+00:00,0.0,156564.48122044653,1.0
2016-08-25 00:00:00+00:00,0.0,193658.91525016725,1.0
2016-08-26 00:00:00+00:00,0.0,190783.3577893451,1.0
2016-08-27 00:00:00+00:00,0.0,190229.9849344939,1.0
2016-08-28 00:00:00+00:00,0.0,190085.63352588564,1.0
2016-08-29 00:00:00+00:00,0.0,187786.68683949113,1.0
2016-08-30 00:00:00+00:00,0.0,192382.97190027684,1.0
2016-08-31 00:00:00+00:00,0.0,187802.23021359742,1.0
2016-09-01 00:00:00+00:00,0.0,104969.88634259254,1.0
2016-09-02 00:00:00+00:00,0.0,105116.25858586282,1.0
2016-09-03 00:00:00+00:00,0.0,173139.02462857962,1.0
2016-09-04 00:00:00+00:00,0.0,185011.48670784384,1.0
2016-09-05 00:00:00+00:00,0.0,191560.12159577757,1.0
2016-09-06 00:00:00+00:00,0.0,189192.36114005,1.0
2016-09-07 00:00:00+00:00,0.0,177320.64209280908,1.0
2016-09-08 00:00:00+00:00,0.0,166198.10076919198,1.0
2016-09-09 00:00:00+00:00,0.0,162357.17232152075,1.0
2016-09-10 00:00:00+00:00,0.0,162089.57871033996,1.0
2016-09-11 00:00:00+00:00,0.0,158998.62453659624,1.0
2016-09-12 00:00:00+00:00,0.23588221603061246,154557.9784534946,0.9999984738293138
2016-09-13 00:00:00+00:00,0.0,175088.5286050588,1.0
2016-09-14 00:00:00+00:00,0.0,204412.8028724715,1.0
2016-09-15 00:00:00+00:00,0.0,186628.81657539308,1.0
2016-09-16 00:00:00+00:00,0.0,177055.87132129073,1.0
2016-09-17 00:00:00+00:00,0.0,113445.37716259807,1.0
2016-09-18 00:00:00+00:00,0.0,128228.7476721853,1.0
2016-09-19 00:00:00+00:00,0.0,196026.50247587264,1.0
2016-09-20 00:00:00+00:00,0.0,202403.2780162245,1.0
2016-09-21 00:00:00+00:00,0.0,189707.704415448,1.0
2016-09-22 00:00:00+00:00,0.0,173823.04282128066,1.0
2016-09-23 00:00:00+00:00,0.0,175981.1583062485,1.0
2016-09-24 00:00:00+00:00,11.08688249546098,185086.51084555686,0.9999401025046702
2016-09-25 00:00:00+00:00,677.7820927656525,177509.72267100215,0.9961962423029369
2016-09-26 00:00:00+00:00,420.36552889164284,173597.3393151164,0.9975843519527599
2016-09-27 00:00:00+00:00,635.6436330816053,190736.42431214452,0.9966784931578231
2016-09-28 00:00:00+00:00,0.0,206364.3758474514,1.0
2016-09-29 00:00:00+00:00,0.0,215651.85213590413,1.0
2016-09-30 00:00:00+00:00,0.0,216826.22704282403,1.0
2016-10-01 00:00:00+00:00,1.1343649530658977,188772.01014887542,0.9999939908562948
2016-10-02 00:00:00+00:00,0.0,155230.49369370192,1.0
2016-10-03 00:00:00+00:00,0.0,160142.14256234467,1.0
2016-10-04 00:00:00+00:00,0.0,193677.47361529619,1.0
2016-10-05 00:00:00+00:00,2.3408659682559363,193117.91641558707,0.9999878787134959
2016-10-06 00:00:00+00:00,0.0,103095.1887583211,1.0
2016-10-07 00:00:00+00:00,0.0,114687.70646464825,1.0
2016-10-08 00:00:00+00:00,0.0,197691.6926938668,1.0
2016-10-09 00:00:00+00:00,3.1032457535658398,209346.51799610257,0.9999851767309864
2016-10-10 00:00:00+00:00,0.6071214592479508,210008.57787852734,0.9999971090718759
2016-10-11 00:00:00+00:00,0.0,209901.97436078638,1.0
2016-10-12 00:00:00+00:00,0.0,200589.59485191107,1.0
2016-10-13 00:00:00+00:00,0.0,172573.59905013442,1.0
2016-10-14 00:00:00+00:00,0.0,128443.91089751571,1.0
2016-10-15 00:00:00+00:00,13.969329456648566,141158.941443339,0.9999010480879074
2016-10-16 00:00:00+00:00,0.0,172263.44014178216,1.0
2016-10-17 00:00:00+00:00,0.0,175119.35269794613,1.0
2016-10-18 00:00:00+00:00,0.0,172535.08564145863,1.0
2016-10-19 00:00:00+00:00,0.0,153437.89050285518,1.0
2016-10-20 00:00:00+00:00,0.0,175176.42328061163,1.0
2016-10-21 00:00:00+00:00,0.0,207619.18547409028,1.0
2016-10-22 00:00:00+00:00,0.0,204434.8139135465,1.0
2016-10-23 00:00:00+00:00,0.0,189570.35136573762,1.0
2016-10-24 00:00:00+00:00,0.0,186937.6748668924,1.0
2016-10-25 00:00:00+00:00,0.0,179285.1518984586,1.0
2016-10-26 00:00:00+00:00,0.0,152038.8764969483,1.0
2016-10-27 00:00:00+00:00,0.0,159287.9256741032,1.0
2016-10-28 00:00:00+00:00,0.0,177079.4183073789,1.0
2016-10-29 00:00:00+00:00,0.0,176900.5160760358,1.0
2016-10-30 00:00:00+00:00,0.0,160590.311013259,1.0
2016-10-31 00:00:00+00:00,0.0,57286.38410037756,1.0
2016-11-01 00:00:00+00:00,0.0,41876.31903882325,1.0
2016-11-02 00:00:00+00:00,0.0,52751.6965861693,1.0
2016-11-03 00:00:00+00:00,0.0,66169.03778882325,1.0
2016-11-04 00:00:00+00:00,0.0,70629.30239380151,1.0
2016-11-05 00:00:00+00:00,718.7336426453039,62903.91290652752,0.9887031791095046
2016-11-06 00:00:00+00:00,0.0,84081.15231915563,1.0
2016-11-07 00:00:00+00:00,0.0,142101.89333408326,1.0
2016-11-08 00:00:00+00:00,0.0,113595.07192902267,1.0
2016-11-09 00:00:00+00:00,0.0,138370.40523453057,1.0
2016-11-10 00:00:00+00:00,1063.0269116742613,143428.00977439433,0.9926429560195913
2016-11-11 00:00:00+00:00,725.1338639381934,103735.47047673166,0.9930583029983882
2016-11-12 00:00:00+00:00,0.0,69325.25195345283,1.0
2016-11-13 00:00:00+00:00,0.0,88766.83233468235,1.0
2016-11-14 00:00:00+00:00,0.0,150289.40649691224,1.0
2016-11-15 00:00:00+00:00,0.0,161129.1332083866,1.0
2016-11-16 00:00:00+00:00,0.0,162549.73165089637,1.0
2016-11-17 00:00:00+00:00,0.0,163843.28760855645,1.0
2016-11-18 00:00:00+00:00,0.0,168983.50420037657,1.0
2016-11-19 00:00:00+00:00,0.0,179880.9703802839,1.0
2016-11-20 00:00:00+00:00,0.0,182829.8603386283,1.0
2016-11-21 00:00:00+00:00,0.0,168380.01273463666,1.0
2016-11-22 00:00:00+00:00,0.0,132668.23539167643,1.0
2016-11-23 00:00:00+00:00,0.0,107443.64603060484,1.0
2016-11-24 00:00:00+00:00,0.0,123586.9810109064,1.0
2016-11-25 00:00:00+00:00,0.0,155270.7377706766,1.0
2016-11-26 00:00:00+00:00,0.0,155451.28268254548,1.0
2016-11-27 00:00:00+00:00,0.0,99993.10163247585,1.0
2016-11-28 00:00:00+00:00,0.0,42505.91839671135,1.0
2016-11-29 00:00:00+00:00,1.4674449102457843,31630.89553720504,0.9999536093806499
2016-11-30 00:00:00+00:00,0.0,83866.43160774559,1.0
2016-12-01 00:00:00+00:00,0.0,82530.10062211007,1.0
2016-12-02 00:00:00+00:00,0.0,108377.6717350632,1.0
2016-12-03 00:00:00+00:00,0.0,28495.782504610717,1.0
2016-12-04 00:00:00+00:00,0.0,16533.07109669596,1.0
2016-12-05 00:00:00+00:00,0.0,22739.38750578463,1.0
2016-12-06 00:00:00+00:00,0.0,94761.09695891291,1.0
2016-12-07 00:00:00+00:00,0.0,111120.37280803174,1.0
2016-12-08 00:00:00+00:00,0.0,127739.03332912177,1.0
2016-12-09 00:00:00+00:00,0.0,170276.940190956,1.0
2016-12-10 00:00:00+00:00,0.0,97694.91542551666,1.0
2016-12-11 00:00:00+00:00,0.0,39764.87427905202,1.0
2016-12-12 00:00:00+00:00,0.0,27746.161624088883,1.0
2016-12-13 00:00:00+00:00,0.0,56068.91016867012,1.0
2016-12-14 00:00:00+00:00,0.0,131110.67604777217,1.0
2016-12-15 00:00:00+00:00,3767.8940112874325,143909.06836014986,0.9744855666667194
2016-12-16 00:00:00+00:00,1250.6009883738748,73563.6821917221,0.9832839274104468
2016-12-17 00:00:00+00:00,293.9252302035546,42407.90095628053,0.9931167995270285
2016-12-18 00:00:00+00:00,347.48505505068334,33863.27057463676,0.989842812628519
2016-12-19 00:00:00+00:00,175.90008882899795,33626.22633674741,0.9947961827426365
2016-12-20 00:00:00+00:00,0.0,105501.07465804368,1.0
2016-12-21 00:00:00+00:00,0.0,148955.6864322871,1.0
2016-12-22 00:00:00+00:00,0.0,150305.56612452865,1.0
2016-12-23 00:00:00+00:00,0.0,139561.94677084684,1.0
2016-12-24 00:00:00+00:00,0.0,114225.55806759745,1.0
2016-12-25 00:00:00+00:00,0.0,56480.317228004336,1.0
2016-12-26 00:00:00+00:00,0.0,41336.95717909187,1.0
2016-12-27 00:00:00+00:00,0.0,77070.93725001067,1.0
2016-12-28 00:00:00+00:00,0.0,118787.88870484382,1.0
2016-12-29 00:00:00+00:00,0.0,160511.48194611073,1.0
2016-12-30 00:00:00+00:00,0.0,97606.26251731068,1.0
2016-12-31 00:00:00+00:00,0.0,20201.384848490357,1.0
2017-01-01 00:00:00+00:00,0.0,13362.5319365561,1.0
2017-01-02 00:00:00+00:00,0.0,26455.697850383818,1.0
2017-01-03 00:00:00+00:00,0.0,33662.81715593487,1.0
2017-01-04 00:00:00+00:00,0.0,112919.5889647305,1.0
2017-01-05 00:00:00+00:00,263.8383861039508,71353.19614805281,0.9963159828130259
2017-01-06 00:00:00+00:00,0.0,79493.65428029001,1.0
2017-01-07 00:00:00+00:00,0.0,75352.23336096108,1.0
2017-01-08 00:00:00+00:00,0.0,175810.95423085243,1.0
2017-01-09 00:00:00+00:00,0.0,164594.93369291723,1.0
2017-01-10 00:00:00+00:00,0.0,143767.1653684005,1.0
2017-01-11 00:00:00+00:00,0.0,134668.361296691,1.0
2017-01-12 00:00:00+00:00,0.0,118579.96172506362,1.0
2017-01-13 00:00:00+00:00,0.0,107025.2645233646,1.0
2017-01-14 00:00:00+00:00,0.0,116839.44368871301,1.0
2017-01-15 00:00:00+00:00,0.0,90992.99903935194,1.0
2017-01-16 00:00:00+00:00,0.0,91801.06210621446,1.0
2017-01-17 00:00:00+00:00,0.0,116241.57460647821,1.0
2017-01-18 00:00:00+00:00,0.0,111767.80231671035,1.0
2017-01-19 00:00:00+00:00,0.0,107789.51786538213,1.0
2017-01-20 00:00:00+00:00,0.0,55478.86961006373,1.0
2017-01-21 00:00:00+00:00,0.0,16156.210542924702,1.0
2017-01-22 00:00:00+00:00,0.0,36907.53930871189,1.0
2017-01-23 00:00:00+00:00,0.0,71546.61929450929,1.0
2017-01-24 00:00:00+00:00,0.0,174207.92508336157,1.0
2017-01-25 00:00:00+00:00,0.0,176033.6741040647,1.0
2017-01-26 00:00:00+00:00,0.0,172041.3333766088,1.0
2017-01-27 00:00:00+00:00,0.0,181098.59214258194,1.0
2017-01-28 00:00:00+00:00,0.0,160931.03603228927,1.0
2017-01-29 00:00:00+00:00,0.0,164930.71412031353,1.0
2017-01-30 00:00:00+00:00,0.0,190203.98722093552,1.0
2017-01-31 00:00:00+00:00,0.0,173431.09380944818,1.0
2017-02-01 00:00:00+00:00,0.0,144352.13156618923,1.0
2017-02-02 00:00:00+00:00,0.0,120556.45579054207,1.0
2017-02-03 00:00:00+00:00,0.0,154568.87588525563,1.0
2017-02-04 00:00:00+00:00,1817.1715432842345,121138.7310988754,0.9852209491026
2017-02-05 00:00:00+00:00,0.0,82627.98310744762,1.0
2017-02-06 00:00:00+00:00,38.835221007949194,111390.35845057666,0.9996514807320386
2017-02-07 00:00:00+00:00,0.0,51902.326779805124,1.0
2017-02-08 00:00:00+00:00,0.0,39491.40802396089,1.0
2017-02-09 00:00:00+00:00,0.0,167389.66638499498,1.0
2017-02-10 00:00:00+00:00,0.0,161384.93899969757,1.0
2017-02-11 00:00:00+00:00,0.0,64709.62164398283,1.0
2017-02-12 00:00:00+00:00,0.0,63130.80224586278,1.0
2017-02-13 00:00:00+00:00,0.0,160054.02024901658,1.0
2017-02-14 00:00:00+00:00,0.0,154255.09571359307,1.0
2017-02-15 00:00:00+00:00,0.0,137101.60013620555,1.0
2017-02-16 00:00:00+00:00,0.0,171057.66870435327,1.0
2017-02-17 00:00:00+00:00,0.0,166482.9993559122,1.0
2017-02-18 00:00:00+00:00,0.0,57706.44141623378,1.0
2017-02-19 00:00:00+00:00,0.0,159718.04389531165,1.0
2017-02-20 00:00:00+00:00,0.0,136969.20903175324,1.0
2017-02-21 00:00:00+00:00,0.0,71900.39409893006,1.0
2017-02-22 00:00:00+00:00,0.0,64136.44180557132,1.0
2017-02-23 00:00:00+00:00,0.0,148193.25237127393,1.0
2017-02-24 00:00:00+00:00,0.0,144030.85423026234,1.0
2017-02-25 00:00:00+00:00,0.0,157506.5921505317,1.0
2017-02-26 00:00:00+00:00,0.0,180628.4131873399,1.0
2017-02-27 00:00:00+00:00,0.0,37017.91187276691,1.0
2017-02-28 00:00:00+00:00,0.0,105600.15758547932,1.0
2017-03-01 00:00:00+00:00,0.0,87443.34562346339,1.0
2017-03-02 00:00:00+00:00,0.0,182688.43520578742,1.0
2017-03-03 00:00:00+00:00,0.0,184652.65221844614,1.0
2017-03-04 00:00:00+00:00,0.0,181581.75746508688,1.0
2017-03-05 00:00:00+00:00,0.0,153788.458316274,1.0
2017-03-06 00:00:00+00:00,0.0,90691.2189899385,1.0
2017-03-07 00:00:00+00:00,0.0,103813.40797580779,1.0
2017-03-08 00:00:00+00:00,0.0,185374.11962531507,1.0
2017-03-09 00:00:00+00:00,0.0,181831.34080694616,1.0
2017-03-10 00:00:00+00:00,0.0,163598.91549769044,1.0
2017-03-11 00:00:00+00:00,0.0,142806.11018149555,1.0
2017-03-12 00:00:00+00:00,0.0,45979.11651157588,1.0
2017-03-13 00:00:00+00:00,0.0,40867.6754488498,1.0
2017-03-14 00:00:00+00:00,0.0,66035.29642488062,1.0
2017-03-15 00:00:00+00:00,0.0,203966.04410073906,1.0
2017-03-16 00:00:00+00:00,0.0,198563.25490548462,1.0
2017-03-17 00:00:00+00:00,0.0,116355.22782580554,1.0
2017-03-18 00:00:00+00:00,0.0,89902.27653687447,1.0
2017-03-19 00:00:00+00:00,0.0,193297.7990918085,1.0
2017-03-20 00:00:00+00:00,0.0,175883.25271573663,1.0
2017-03-21 00:00:00+00:00,0.0,157284.2132671401,1.0
2017-03-22 00:00:00+00:00,0.0,120886.89840430766,1.0
2017-03-23 00:00:00+00:00,0.0,161170.46079153568,1.0
2017-03-24 00:00:00+00:00,0.0,141007.70278998464,1.0
2017-03-25 00:00:00+00:00,0.0,132257.18018899113,1.0
2017-03-26 00:00:00+00:00,0.0,129110.43823439628,1.0
2017-03-27 00:00:00+00:00,0.0,97036.5847242251,1.0
2017-03-28 00:00:00+00:00,0.0,134151.53824251145,1.0
