,inverter_01_ac_power_(kw),inverter_02_ac_power_(kw),inverter_03_ac_power_(kw),inverter_04_ac_power_(kw),inverter_05_ac_power_(kw),inverter_06_ac_power_(kw),inverter_07_ac_power_(kw),inverter_08_ac_power_(kw),inverter_09_ac_power_(kw),inverter_10_ac_power_(kw),inverter_11_ac_power_(kw),inverter_12_ac_power_(kw),inverter_13_ac_power_(kw),inverter_14_ac_power_(kw),inverter_15_ac_power_(kw),inverter_16_ac_power_(kw),inverter_17_ac_power_(kw),inverter_18_ac_power_(kw),inverter_19_ac_power_(kw),inverter_20_ac_power_(kw),inverter_21_ac_power_(kw),inverter_22_ac_power_(kw),inverter_23_ac_power_(kw),inverter_24_ac_power_(kw),inverter_25_ac_power_(kw),inverter_26_ac_power_(kw),inverter_27_ac_power_(kw),inverter_28_ac_power_(kw),inverter_29_ac_power_(kw),inverter_30_ac_power_(kw),inverter_31_ac_power_(kw),inverter_32_ac_power_(kw),inverter_33_ac_power_(kw),inverter_34_ac_power_(kw),inverter_35_ac_power_(kw),inverter_36_ac_power_(kw),inverter_37_ac_power_(kw),inverter_38_ac_power_(kw),inverter_39_ac_power_(kw),inverter_40_ac_power_(kw),_inv__sum_agg
power_predict,627.3015600246517,611.8457948062597,628.7117606964808,629.4047080529876,630.6950218506072,646.8180664232033,641.9793873051472,618.3368443858137,625.469695808504,625.0256071868881,623.0634635345916,636.5764033075678,637.5354615151973,658.4794648086987,655.572378057137,625.7438763682524,644.5276385418907,659.9012036623635,638.1299397964181,654.2083936887173,651.5230892014409,660.6580260526126,637.2579951715139,652.1844833195934,656.0506576319792,657.967540643023,637.3940390544891,642.2423981056683,609.2149185372565,603.5629322577308,632.0032905128393,609.6383676380025,619.0339056441267,621.7006595049507,631.789339223275,632.3103708593833,619.9597925534212,617.0010545526674,629.6559559628787,611.6957368323195,
