,inverter_01_ac_power_(kw),inverter_02_ac_power_(kw),inverter_03_ac_power_(kw),inverter_04_ac_power_(kw),inverter_05_ac_power_(kw),inverter_06_ac_power_(kw),inverter_07_ac_power_(kw),inverter_08_ac_power_(kw),inverter_09_ac_power_(kw),inverter_10_ac_power_(kw),inverter_11_ac_power_(kw),inverter_12_ac_power_(kw),inverter_13_ac_power_(kw),inverter_14_ac_power_(kw),inverter_15_ac_power_(kw),inverter_16_ac_power_(kw),inverter_17_ac_power_(kw),inverter_18_ac_power_(kw),inverter_19_ac_power_(kw),inverter_20_ac_power_(kw),inverter_21_ac_power_(kw),inverter_22_ac_power_(kw),inverter_23_ac_power_(kw),inverter_24_ac_power_(kw),inverter_25_ac_power_(kw),inverter_26_ac_power_(kw),inverter_27_ac_power_(kw),inverter_28_ac_power_(kw),inverter_29_ac_power_(kw),inverter_30_ac_power_(kw),inverter_31_ac_power_(kw),inverter_32_ac_power_(kw),inverter_33_ac_power_(kw),inverter_34_ac_power_(kw),inverter_35_ac_power_(kw),inverter_36_ac_power_(kw),inverter_37_ac_power_(kw),inverter_38_ac_power_(kw),inverter_39_ac_power_(kw),inverter_40_ac_power_(kw),_inv__sum_agg
power_predict,676.6666770631298,665.3932182686111,679.8912916630686,676.5934698731456,690.1455614558121,696.2014856512039,709.3731281102214,685.770269281476,689.2247518849488,696.375129933208,698.5850798473928,694.9565546458209,690.0003281517544,707.0839064905603,693.5334821156686,666.5264497534425,698.1012012520127,707.7256463936592,689.5100808324967,709.5686221428399,691.5331848357504,703.950710905133,688.8904665285247,698.860282868286,699.1887957897035,696.5061296181818,669.2907202755932,673.6630623486326,662.5299250765858,655.5435507675608,674.5391661906531,622.1172649320893,675.3962385775978,675.1295317131164,682.0927961454169,674.5122087359002,648.4111012867565,672.5540090478117,670.7505890377843,657.3399296726305,
