,inverter_01_ac_power_(kw),inverter_02_ac_power_(kw),inverter_03_ac_power_(kw),inverter_04_ac_power_(kw),inverter_05_ac_power_(kw),inverter_06_ac_power_(kw),inverter_07_ac_power_(kw),inverter_08_ac_power_(kw),inverter_09_ac_power_(kw),inverter_10_ac_power_(kw),inverter_11_ac_power_(kw),inverter_12_ac_power_(kw),inverter_13_ac_power_(kw),inverter_14_ac_power_(kw),inverter_15_ac_power_(kw),inverter_16_ac_power_(kw),inverter_17_ac_power_(kw),inverter_18_ac_power_(kw),inverter_19_ac_power_(kw),inverter_20_ac_power_(kw),inverter_21_ac_power_(kw),inverter_22_ac_power_(kw),inverter_23_ac_power_(kw),inverter_24_ac_power_(kw),inverter_25_ac_power_(kw),inverter_26_ac_power_(kw),inverter_27_ac_power_(kw),inverter_28_ac_power_(kw),inverter_29_ac_power_(kw),inverter_30_ac_power_(kw),inverter_31_ac_power_(kw),inverter_32_ac_power_(kw),inverter_33_ac_power_(kw),inverter_34_ac_power_(kw),inverter_35_ac_power_(kw),inverter_36_ac_power_(kw),inverter_37_ac_power_(kw),inverter_38_ac_power_(kw),inverter_39_ac_power_(kw),inverter_40_ac_power_(kw),_inv__sum_agg
power_predict,645.2907095876552,633.3740779402459,649.5881000054098,645.4605507066201,658.1396429271424,666.6837516902448,670.0657399117539,650.5139996649779,656.3656857661887,658.0978538249016,652.5885636694422,648.6909107206751,660.1350094576588,678.3658409677603,685.5944371128642,653.6934278704244,663.3811880520126,667.789434691825,666.6232398905661,678.6069127863664,664.603318017023,680.5881714313884,655.0695604061115,673.8908785045347,672.5323636695149,674.588986901192,656.0871770026318,661.7972438610328,633.6342974482507,620.8084972951352,651.3709230119211,658.9508112896401,639.7413039449696,641.0318231948146,643.5133877962575,644.4583021433807,636.3543749787357,641.2807645333027,649.5384177807888,630.1806667576393,
